Begin to read solar wind speed, IMF, AE and Dst
F16, 2012-201, 45151
F16, 2012-201, 45152
F16, 2012-201, 45154
F16, 2012-201, 45156
F16, 2012-201, 45157
F16, 2012-201, 45158
F16, 2012-201, 45159
F16, 2012-201, 45160
F16, 2012-201, 45161
F16, 2012-201, 45162
F16, 2012-201, 45163
F16, 2012-202, 45164
F16, 2012-202, 45165
F16, 2012-202, 45166
F16, 2012-202, 45168
F16, 2012-202, 45172
F16, 2012-202, 45173
F16, 2012-202, 45174
F16, 2012-202, 45175
F16, 2012-202, 45176
F16, 2012-202, 45177
F16, 2012-203, 45179
F16, 2012-203, 45180
F16, 2012-203, 45182
F16, 2012-203, 45183
F16, 2012-203, 45185
F16, 2012-203, 45186
F16, 2012-203, 45187
F16, 2012-203, 45188
F16, 2012-203, 45190
F16, 2012-203, 45191
F16, 2012-204, 45193
F16, 2012-204, 45194
F16, 2012-204, 45196
F16, 2012-204, 45197
F16, 2012-204, 45199
F16, 2012-204, 45200
F16, 2012-204, 45201
F16, 2012-204, 45202
F16, 2012-204, 45205
F16, 2012-205, 45214
F16, 2012-205, 45207
F16, 2012-205, 45208
F16, 2012-205, 45210
F16, 2012-205, 45211
F16, 2012-205, 45212
F16, 2012-205, 45215
F16, 2012-205, 45216
F16, 2012-205, 45217
F16, 2012-205, 45218
F16, 2012-205, 45219
F16, 2012-205, 45220
F16, 2012-206, 45222
F16, 2012-206, 45227
F16, 2012-206, 45228
F16, 2012-206, 45229
F16, 2012-206, 45230
F16, 2012-206, 45232
F16, 2012-206, 45233
F16, 2012-207, 45236
F16, 2012-207, 45237
F16, 2012-207, 45241
F16, 2012-207, 45242
F16, 2012-207, 45243
F16, 2012-207, 45244
F16, 2012-207, 45245
F16, 2012-207, 45246
F16, 2012-207, 45247
F16, 2012-207, 45248
F16, 2012-208, 45250
F16, 2012-208, 45251
F16, 2012-208, 45256
F16, 2012-208, 45257
F16, 2012-208, 45258
F16, 2012-208, 45259
F16, 2012-208, 45260
F16, 2012-208, 45261
F16, 2012-208, 45262
F16, 2012-209, 45263
F16, 2012-209, 45264
F16, 2012-209, 45269
F16, 2012-209, 45276
F16, 2012-210, 45277
F16, 2012-210, 45278
F16, 2012-210, 45284
F16, 2012-210, 45285
F16, 2012-210, 45286
F16, 2012-210, 45287
F16, 2012-210, 45288
F16, 2012-210, 45289
F16, 2012-210, 45290
F16, 2012-211, 45292
F16, 2012-211, 45293
F16, 2012-211, 45294
F16, 2012-211, 45296
F16, 2012-211, 45298
F16, 2012-211, 45299
F16, 2012-211, 45300
F16, 2012-211, 45301
F16, 2012-211, 45302
F16, 2012-211, 45303
F16, 2012-211, 45304
F16, 2012-212, 45313
F16, 2012-212, 45305
F16, 2012-212, 45306
F16, 2012-212, 45307
F16, 2012-212, 45308
F16, 2012-212, 45310
F16, 2012-212, 45312
F16, 2012-212, 45314
F16, 2012-212, 45316
F16, 2012-212, 45317
F16, 2012-212, 45318
F16, 2012-212, 45319
F16, 2012-213, 45320
F16, 2012-213, 45321
F16, 2012-213, 45323
F16, 2012-213, 45324
F16, 2012-213, 45326
F16, 2012-213, 45327
F16, 2012-213, 45328
F16, 2012-213, 45329
F16, 2012-213, 45330
F16, 2012-213, 45331
F16, 2012-213, 45332
F16, 2012-213, 45333
F16, 2012-214, 45334
F16, 2012-214, 45335
F16, 2012-214, 45337
F16, 2012-214, 45338
F16, 2012-214, 45340
F16, 2012-214, 45341
F16, 2012-214, 45342
F16, 2012-214, 45343
F16, 2012-214, 45344
F16, 2012-214, 45345
F16, 2012-214, 45346
F16, 2012-215, 45349
F16, 2012-215, 45351
F16, 2012-215, 45352
F16, 2012-215, 45354
F16, 2012-215, 45355
F16, 2012-215, 45356
F16, 2012-215, 45357
F16, 2012-215, 45358
F16, 2012-215, 45359
F16, 2012-215, 45360
F16, 2012-215, 45361
F16, 2012-216, 45363
F16, 2012-216, 45364
F16, 2012-216, 45366
F16, 2012-216, 45368
F16, 2012-216, 45369
F16, 2012-216, 45370
F16, 2012-216, 45371
F16, 2012-216, 45372
F16, 2012-216, 45373
F16, 2012-216, 45374
F16, 2012-216, 45375
F16, 2012-217, 45376
F16, 2012-217, 45377
F16, 2012-217, 45378
F16, 2012-217, 45383
F16, 2012-217, 45384
F16, 2012-217, 45385
F16, 2012-217, 45386
F16, 2012-217, 45387
F16, 2012-217, 45388
F16, 2012-217, 45389
F16, 2012-218, 45391
F16, 2012-218, 45394
F16, 2012-218, 45395
F16, 2012-218, 45397
F16, 2012-218, 45398
F16, 2012-218, 45399
F16, 2012-218, 45400
F16, 2012-218, 45401
F16, 2012-218, 45402
F16, 2012-219, 45405
F16, 2012-219, 45406
F16, 2012-219, 45408
F16, 2012-219, 45409
F16, 2012-219, 45411
F16, 2012-219, 45412
F16, 2012-219, 45413
F16, 2012-219, 45414
F16, 2012-219, 45415
F16, 2012-219, 45416
F16, 2012-219, 45417
F16, 2012-220, 45426
F16, 2012-220, 45419
F16, 2012-220, 45420
F16, 2012-220, 45423
F16, 2012-220, 45425
F16, 2012-220, 45427
F16, 2012-220, 45428
F16, 2012-220, 45429
F16, 2012-220, 45430
F16, 2012-220, 45431
F16, 2012-220, 45432
F16, 2012-221, 45433
F16, 2012-221, 45434
F16, 2012-221, 45436
F16, 2012-221, 45441
F16, 2012-221, 45442
F16, 2012-221, 45443
F16, 2012-221, 45444
F16, 2012-221, 45445
F16, 2012-222, 45449
F16, 2012-222, 45453
F16, 2012-222, 45454
F16, 2012-222, 45455
F16, 2012-222, 45456
F16, 2012-222, 45457
F16, 2012-222, 45458
F16, 2012-222, 45459
F16, 2012-222, 45460
F16, 2012-223, 45461
F16, 2012-223, 45462
F16, 2012-223, 45463
F16, 2012-223, 45465
F16, 2012-223, 45469
F16, 2012-223, 45471
F16, 2012-223, 45472
F16, 2012-223, 45473
F16, 2012-223, 45474
F16, 2012-224, 45475
F16, 2012-224, 45476
F16, 2012-224, 45477
F16, 2012-224, 45479
F16, 2012-224, 45481
F16, 2012-224, 45482
F16, 2012-224, 45483
F16, 2012-224, 45484
F16, 2012-224, 45485
F16, 2012-224, 45486
F16, 2012-224, 45487
F16, 2012-224, 45488
F16, 2012-225, 45490
F16, 2012-225, 45491
F16, 2012-225, 45493
F16, 2012-225, 45495
F16, 2012-225, 45496
F16, 2012-225, 45497
F16, 2012-225, 45498
F16, 2012-225, 45499
F16, 2012-225, 45501
F16, 2012-225, 45502
F16, 2012-226, 45504
F16, 2012-226, 45505
F16, 2012-226, 45507
F16, 2012-226, 45508
F16, 2012-226, 45510
F16, 2012-226, 45511
F16, 2012-226, 45512
F16, 2012-226, 45514
F16, 2012-226, 45515
F16, 2012-226, 45516
F16, 2012-227, 45518
F16, 2012-227, 45521
F16, 2012-227, 45522
F16, 2012-227, 45524
F16, 2012-227, 45525
F16, 2012-227, 45526
F16, 2012-227, 45529
F16, 2012-227, 45530
F16, 2012-228, 45539
F16, 2012-228, 45532
F16, 2012-228, 45535
F16, 2012-228, 45536
F16, 2012-228, 45538
F16, 2012-228, 45540
F16, 2012-228, 45541
F16, 2012-228, 45542
F16, 2012-228, 45544
F16, 2012-228, 45545
F16, 2012-229, 45546
F16, 2012-229, 45547
F16, 2012-229, 45552
F16, 2012-229, 45553
F16, 2012-229, 45554
F16, 2012-229, 45555
F16, 2012-229, 45556
F16, 2012-229, 45557
F16, 2012-229, 45558
F16, 2012-229, 45559
F16, 2012-230, 45560
F16, 2012-230, 45561
F16, 2012-230, 45563
F16, 2012-230, 45564
F16, 2012-230, 45567
F16, 2012-230, 45568
F16, 2012-230, 45569
F16, 2012-230, 45570
F16, 2012-230, 45571
F16, 2012-230, 45572
F16, 2012-230, 45573
F16, 2012-231, 45575
F16, 2012-231, 45576
F16, 2012-231, 45578
F16, 2012-231, 45580
F16, 2012-231, 45581
F16, 2012-231, 45586
F16, 2012-231, 45587
F16, 2012-232, 45589
F16, 2012-232, 45590
F16, 2012-232, 45592
F16, 2012-232, 45594
F16, 2012-232, 45595
F16, 2012-232, 45597
F16, 2012-232, 45598
F16, 2012-232, 45599
F16, 2012-232, 45600
F16, 2012-232, 45601
F16, 2012-233, 45603
F16, 2012-233, 45604
F16, 2012-233, 45605
F16, 2012-233, 45606
F16, 2012-233, 45608
F16, 2012-233, 45609
F16, 2012-233, 45610
F16, 2012-233, 45611
F16, 2012-233, 45612
F16, 2012-234, 45617
F16, 2012-234, 45618
F16, 2012-234, 45620
F16, 2012-234, 45621
F16, 2012-234, 45623
F16, 2012-234, 45624
F16, 2012-234, 45625
F16, 2012-234, 45627
F16, 2012-234, 45628
F16, 2012-234, 45629
F16, 2012-235, 45630
F16, 2012-235, 45631
F16, 2012-235, 45632
F16, 2012-235, 45634
F16, 2012-235, 45635
F16, 2012-235, 45637
F16, 2012-235, 45638
F16, 2012-235, 45639
F16, 2012-235, 45641
F16, 2012-235, 45642
F16, 2012-235, 45643
F16, 2012-236, 45652
F16, 2012-236, 45645
F16, 2012-236, 45646
F16, 2012-236, 45648
F16, 2012-236, 45649
F16, 2012-236, 45651
F16, 2012-236, 45653
F16, 2012-236, 45654
F16, 2012-236, 45655
F16, 2012-236, 45656
F16, 2012-236, 45657
F16, 2012-236, 45658
F16, 2012-237, 45659
F16, 2012-237, 45660
F16, 2012-237, 45662
F16, 2012-237, 45664
F16, 2012-237, 45665
F16, 2012-237, 45666
F16, 2012-237, 45667
F16, 2012-237, 45668
F16, 2012-237, 45669
F16, 2012-237, 45670
F16, 2012-237, 45671
F16, 2012-237, 45672
F16, 2012-238, 45673
F16, 2012-238, 45674
F16, 2012-238, 45676
F16, 2012-238, 45677
F16, 2012-238, 45679
F16, 2012-238, 45680
F16, 2012-238, 45681
F16, 2012-238, 45683
F16, 2012-238, 45684
F16, 2012-238, 45685
F16, 2012-238, 45686
F16, 2012-239, 45688
F16, 2012-239, 45690
F16, 2012-239, 45691
F16, 2012-239, 45692
F16, 2012-239, 45693
F16, 2012-239, 45694
F16, 2012-239, 45695
F16, 2012-239, 45698
F16, 2012-239, 45699
F16, 2012-240, 45702
F16, 2012-240, 45703
F16, 2012-240, 45705
F16, 2012-240, 45707
F16, 2012-240, 45708
F16, 2012-240, 45711
F16, 2012-240, 45713
F16, 2012-240, 45714
F16, 2012-241, 45716
F16, 2012-241, 45717
F16, 2012-241, 45719
F16, 2012-241, 45721
F16, 2012-241, 45722
F16, 2012-241, 45723
F16, 2012-241, 45724
F16, 2012-241, 45725
F16, 2012-241, 45726
F16, 2012-241, 45727
F16, 2012-241, 45728
F16, 2012-242, 45730
F16, 2012-242, 45731
F16, 2012-242, 45733
F16, 2012-242, 45734
F16, 2012-242, 45735
F16, 2012-242, 45736
F16, 2012-242, 45737
F16, 2012-242, 45738
F16, 2012-242, 45739
F16, 2012-242, 45741
F16, 2012-242, 45742
F16, 2012-243, 45745
F16, 2012-243, 45747
F16, 2012-243, 45748
F16, 2012-243, 45749
F16, 2012-243, 45750
F16, 2012-243, 45751
F16, 2012-243, 45752
F16, 2012-243, 45753
F16, 2012-243, 45754
F16, 2012-243, 45755
F16, 2012-243, 45756
F16, 2012-244, 45765
F16, 2012-244, 45758
F16, 2012-244, 45759
F16, 2012-244, 45761
F16, 2012-244, 45762
F16, 2012-244, 45764
F16, 2012-244, 45766
F16, 2012-244, 45768
F16, 2012-244, 45769
F16, 2012-244, 45770
F16, 2012-244, 45771
F16, 2012-245, 45772
F16, 2012-245, 45773
F16, 2012-245, 45775
F16, 2012-245, 45776
F16, 2012-245, 45777
F16, 2012-245, 45778
F16, 2012-245, 45779
F16, 2012-245, 45780
F16, 2012-245, 45781
F16, 2012-245, 45782
F16, 2012-245, 45783
F16, 2012-245, 45784
F16, 2012-245, 45785
F16, 2012-246, 45786
F16, 2012-246, 45789
F16, 2012-246, 45790
F16, 2012-246, 45792
F16, 2012-246, 45795
F16, 2012-246, 45796
F16, 2012-246, 45797
F16, 2012-246, 45798
F16, 2012-247, 45801
F16, 2012-247, 45802
F16, 2012-247, 45804
F16, 2012-247, 45807
F16, 2012-247, 45808
F16, 2012-247, 45809
F16, 2012-247, 45810
F16, 2012-247, 45811
F16, 2012-247, 45812
F16, 2012-247, 45813
F16, 2012-248, 45814
F16, 2012-248, 45815
F16, 2012-248, 45816
F16, 2012-248, 45817
F16, 2012-248, 45818
F16, 2012-248, 45820
F16, 2012-248, 45821
F16, 2012-248, 45822
F16, 2012-248, 45823
F16, 2012-248, 45824
F16, 2012-248, 45825
F16, 2012-248, 45826
F16, 2012-248, 45827
F16, 2012-249, 45828
F16, 2012-249, 45829
F16, 2012-249, 45830
F16, 2012-249, 45832
F16, 2012-249, 45833
F16, 2012-249, 45834
F16, 2012-249, 45835
F16, 2012-249, 45836
F16, 2012-249, 45837
F16, 2012-249, 45838
F16, 2012-249, 45840
F16, 2012-249, 45841
F16, 2012-250, 45843
F16, 2012-250, 45844
F16, 2012-250, 45846
F16, 2012-250, 45847
F16, 2012-250, 45849
F16, 2012-250, 45850
F16, 2012-250, 45851
F16, 2012-250, 45852
F16, 2012-250, 45853
F16, 2012-250, 45854
F16, 2012-250, 45855
F16, 2012-251, 45857
F16, 2012-251, 45858
F16, 2012-251, 45860
F16, 2012-251, 45861
F16, 2012-251, 45862
F16, 2012-251, 45863
F16, 2012-251, 45864
F16, 2012-251, 45865
F16, 2012-251, 45868
F16, 2012-251, 45869
F16, 2012-252, 45878
F16, 2012-252, 45871
F16, 2012-252, 45872
F16, 2012-252, 45874
F16, 2012-252, 45875
F16, 2012-252, 45876
F16, 2012-252, 45877
F16, 2012-252, 45879
F16, 2012-252, 45880
F16, 2012-252, 45882
F16, 2012-252, 45883
F16, 2012-252, 45884
F16, 2012-253, 45885
F16, 2012-253, 45886
F16, 2012-253, 45888
F16, 2012-253, 45889
F16, 2012-253, 45893
F16, 2012-253, 45894
F16, 2012-253, 45895
F16, 2012-253, 45896
F16, 2012-253, 45897
F16, 2012-253, 45898
F16, 2012-254, 45899
F16, 2012-254, 45900
F16, 2012-254, 45902
F16, 2012-254, 45903
F16, 2012-254, 45905
F16, 2012-254, 45906
F16, 2012-254, 45907
F16, 2012-254, 45908
F16, 2012-254, 45909
F16, 2012-254, 45910
F16, 2012-254, 45911
F16, 2012-254, 45912
F16, 2012-255, 45914
F16, 2012-255, 45916
F16, 2012-255, 45917
F16, 2012-255, 45919
F16, 2012-255, 45920
F16, 2012-255, 45921
F16, 2012-255, 45922
F16, 2012-255, 45923
F16, 2012-255, 45924
F16, 2012-255, 45925
F16, 2012-255, 45926
F16, 2012-256, 45928
F16, 2012-256, 45929
F16, 2012-256, 45931
F16, 2012-256, 45933
F16, 2012-256, 45934
F16, 2012-256, 45935
F16, 2012-256, 45936
F16, 2012-256, 45937
F16, 2012-256, 45939
F16, 2012-256, 45940
F16, 2012-257, 45942
F16, 2012-257, 45945
F16, 2012-257, 45946
F16, 2012-257, 45947
F16, 2012-257, 45948
F16, 2012-257, 45949
F16, 2012-257, 45950
F16, 2012-257, 45951
F16, 2012-257, 45953
F16, 2012-257, 45954
F16, 2012-258, 45956
F16, 2012-258, 45957
F16, 2012-258, 45958
F16, 2012-258, 45959
F16, 2012-258, 45960
F16, 2012-258, 45961
F16, 2012-258, 45962
F16, 2012-258, 45963
F16, 2012-258, 45964
F16, 2012-258, 45965
F16, 2012-258, 45966
F16, 2012-258, 45967
F16, 2012-258, 45968
F16, 2012-259, 45970
F16, 2012-259, 45971
F16, 2012-259, 45973
F16, 2012-259, 45974
F16, 2012-259, 45977
F16, 2012-259, 45978
F16, 2012-259, 45979
F16, 2012-259, 45980
F16, 2012-259, 45981
F16, 2012-259, 45982
F16, 2012-260, 45991
F16, 2012-260, 45984
F16, 2012-260, 45985
F16, 2012-260, 45987
F16, 2012-260, 45988
F16, 2012-260, 45992
F16, 2012-260, 45994
F16, 2012-260, 45995
F16, 2012-260, 45996
F16, 2012-260, 45997
F16, 2012-261, 45998
F16, 2012-261, 46001
F16, 2012-261, 46002
F16, 2012-261, 46004
F16, 2012-261, 46005
F16, 2012-261, 46006
F16, 2012-261, 46007
F16, 2012-262, 46012
F16, 2012-262, 46013
F16, 2012-262, 46014
F16, 2012-262, 46015
F16, 2012-262, 46016
F16, 2012-262, 46017
F16, 2012-262, 46018
F16, 2012-262, 46019
F16, 2012-262, 46022
F16, 2012-262, 46023
F16, 2012-262, 46024
F16, 2012-262, 46025
F16, 2012-263, 46027
F16, 2012-263, 46029
F16, 2012-263, 46030
F16, 2012-263, 46031
F16, 2012-263, 46032
F16, 2012-263, 46033
F16, 2012-263, 46034
F16, 2012-263, 46035
F16, 2012-263, 46036
F16, 2012-263, 46037
F16, 2012-263, 46038
F16, 2012-263, 46039
F16, 2012-264, 46040
F16, 2012-264, 46041
F16, 2012-264, 46043
F16, 2012-264, 46044
F16, 2012-264, 46045
F16, 2012-264, 46046
F16, 2012-264, 46047
F16, 2012-264, 46048
F16, 2012-264, 46049
F16, 2012-264, 46050
F16, 2012-264, 46051
F16, 2012-264, 46052
F16, 2012-264, 46053
F16, 2012-265, 46055
F16, 2012-265, 46059
F16, 2012-265, 46060
F16, 2012-265, 46061
F16, 2012-265, 46064
F16, 2012-265, 46065
F16, 2012-265, 46066
F16, 2012-265, 46067
F16, 2012-266, 46069
F16, 2012-266, 46071
F16, 2012-266, 46072
F16, 2012-266, 46076
F16, 2012-266, 46077
F16, 2012-266, 46078
F16, 2012-266, 46079
F16, 2012-266, 46080
F16, 2012-266, 46081
F16, 2012-267, 46083
F16, 2012-267, 46085
F16, 2012-267, 46086
F16, 2012-267, 46087
F16, 2012-267, 46089
F16, 2012-267, 46090
F16, 2012-267, 46091
F16, 2012-267, 46092
F16, 2012-267, 46093
F16, 2012-267, 46094
F16, 2012-267, 46095
F16, 2012-268, 46104
F16, 2012-268, 46098
F16, 2012-268, 46100
F16, 2012-268, 46101
F16, 2012-268, 46103
F16, 2012-268, 46105
F16, 2012-268, 46106
F16, 2012-268, 46107
F16, 2012-268, 46108
F16, 2012-268, 46109
F16, 2012-268, 46110
F16, 2012-269, 46111
F16, 2012-269, 46113
F16, 2012-269, 46115
F16, 2012-269, 46116
F16, 2012-269, 46117
F16, 2012-269, 46118
F16, 2012-269, 46119
F16, 2012-269, 46120
F16, 2012-269, 46121
F16, 2012-269, 46122
F16, 2012-269, 46123
F16, 2012-269, 46124
F16, 2012-270, 46125
F16, 2012-270, 46126
F16, 2012-270, 46127
F16, 2012-270, 46128
F16, 2012-270, 46129
F16, 2012-270, 46130
F16, 2012-270, 46131
F16, 2012-270, 46132
F16, 2012-270, 46133
F16, 2012-270, 46134
F16, 2012-270, 46135
F16, 2012-270, 46136
F16, 2012-270, 46137
F16, 2012-270, 46138
F16, 2012-271, 46140
F16, 2012-271, 46141
F16, 2012-271, 46142
F16, 2012-271, 46143
F16, 2012-271, 46144
F16, 2012-271, 46145
F16, 2012-271, 46146
F16, 2012-271, 46147
F16, 2012-271, 46148
F16, 2012-271, 46149
F16, 2012-271, 46150
F16, 2012-271, 46151
F16, 2012-271, 46152
F16, 2012-272, 46153
F16, 2012-272, 46154
F16, 2012-272, 46156
F16, 2012-272, 46157
F16, 2012-272, 46158
F16, 2012-272, 46159
F16, 2012-272, 46160
F16, 2012-272, 46162
F16, 2012-272, 46163
F16, 2012-272, 46164
F16, 2012-272, 46165
F16, 2012-272, 46166
F16, 2012-273, 46170
F16, 2012-273, 46171
F16, 2012-273, 46172
F16, 2012-273, 46174
F16, 2012-273, 46175
F16, 2012-273, 46176
F16, 2012-273, 46178
F16, 2012-273, 46179
F16, 2012-273, 46180
F16, 2012-274, 46186
F16, 2012-274, 46188
F16, 2012-274, 46189
F16, 2012-274, 46190
F16, 2012-274, 46191
F16, 2012-274, 46192
F16, 2012-274, 46193
F16, 2012-275, 46196
F16, 2012-275, 46200
F16, 2012-275, 46202
F16, 2012-275, 46203
F16, 2012-275, 46204
F16, 2012-275, 46205
F16, 2012-275, 46206
F16, 2012-275, 46207
F16, 2012-275, 46208
F16, 2012-276, 46217
F16, 2012-276, 46212
F16, 2012-276, 46213
F16, 2012-276, 46216
F16, 2012-276, 46218
F16, 2012-276, 46219
F16, 2012-276, 46220
F16, 2012-276, 46221
F16, 2012-276, 46222
F16, 2012-276, 46223
F16, 2012-277, 46224
F16, 2012-277, 46226
F16, 2012-277, 46227
F16, 2012-277, 46228
F16, 2012-277, 46229
F16, 2012-277, 46230
F16, 2012-277, 46232
F16, 2012-277, 46233
F16, 2012-277, 46234
F16, 2012-277, 46235
F16, 2012-277, 46236
F16, 2012-277, 46237
F16, 2012-278, 46238
F16, 2012-278, 46240
F16, 2012-278, 46241
F16, 2012-278, 46242
F16, 2012-278, 46243
F16, 2012-278, 46244
F16, 2012-278, 46245
F16, 2012-278, 46246
F16, 2012-278, 46247
F16, 2012-278, 46249
F16, 2012-278, 46250
F16, 2012-279, 46253
F16, 2012-279, 46254
F16, 2012-279, 46256
F16, 2012-279, 46257
F16, 2012-279, 46259
F16, 2012-279, 46260
F16, 2012-279, 46261
F16, 2012-279, 46262
F16, 2012-279, 46263
F16, 2012-280, 46267
F16, 2012-280, 46268
F16, 2012-280, 46270
F16, 2012-280, 46271
F16, 2012-280, 46272
F16, 2012-280, 46273
F16, 2012-280, 46274
F16, 2012-280, 46275
F16, 2012-280, 46276
F16, 2012-280, 46277
F16, 2012-280, 46278
F16, 2012-280, 46279
F16, 2012-281, 46282
F16, 2012-281, 46284
F16, 2012-281, 46285
F16, 2012-281, 46286
F16, 2012-281, 46288
F16, 2012-281, 46289
F16, 2012-281, 46290
F16, 2012-281, 46292
F16, 2012-281, 46293
F16, 2012-282, 46294
F16, 2012-282, 46295
F16, 2012-282, 46296
F16, 2012-282, 46298
F16, 2012-282, 46299
F16, 2012-282, 46301
F16, 2012-282, 46302
F16, 2012-282, 46303
F16, 2012-282, 46304
F16, 2012-282, 46305
F16, 2012-282, 46306
F16, 2012-282, 46307
F16, 2012-283, 46309
F16, 2012-283, 46310
F16, 2012-283, 46312
F16, 2012-283, 46317
F16, 2012-283, 46318
F16, 2012-283, 46319
F16, 2012-284, 46323
F16, 2012-284, 46324
F16, 2012-284, 46326
F16, 2012-284, 46331
F16, 2012-284, 46332
F16, 2012-284, 46334
F16, 2012-284, 46335
F16, 2012-285, 46338
F16, 2012-285, 46340
F16, 2012-285, 46341
F16, 2012-285, 46342
F16, 2012-285, 46345
F16, 2012-285, 46346
F16, 2012-286, 46351
F16, 2012-286, 46352
F16, 2012-286, 46354
F16, 2012-286, 46355
F16, 2012-286, 46360
F16, 2012-286, 46361
F16, 2012-286, 46362
F16, 2012-286, 46363
F16, 2012-287, 46366
F16, 2012-287, 46367
F16, 2012-287, 46369
F16, 2012-287, 46370
F16, 2012-287, 46372
F16, 2012-287, 46373
F16, 2012-287, 46374
F16, 2012-287, 46375
F16, 2012-287, 46376
F16, 2012-287, 46377
F16, 2012-287, 46378
F16, 2012-288, 46379
F16, 2012-288, 46380
F16, 2012-288, 46381
F16, 2012-288, 46383
F16, 2012-288, 46384
F16, 2012-288, 46387
F16, 2012-288, 46388
F16, 2012-288, 46391
F16, 2012-288, 46392
F16, 2012-289, 46395
F16, 2012-289, 46397
F16, 2012-289, 46398
F16, 2012-289, 46399
F16, 2012-289, 46400
F16, 2012-289, 46401
F16, 2012-289, 46402
F16, 2012-289, 46403
F16, 2012-290, 46409
F16, 2012-290, 46411
F16, 2012-290, 46412
F16, 2012-290, 46416
F16, 2012-290, 46417
F16, 2012-290, 46420
F16, 2012-291, 46421
F16, 2012-291, 46422
F16, 2012-291, 46423
F16, 2012-291, 46425
F16, 2012-291, 46426
F16, 2012-291, 46427
F16, 2012-291, 46430
F16, 2012-291, 46431
F16, 2012-291, 46432
F16, 2012-291, 46433
F16, 2012-292, 46437
F16, 2012-292, 46439
F16, 2012-292, 46440
F16, 2012-292, 46444
F16, 2012-292, 46445
F16, 2012-292, 46446
F16, 2012-292, 46447
F16, 2012-292, 46448
F16, 2012-293, 46451
F16, 2012-293, 46453
F16, 2012-293, 46458
F16, 2012-293, 46459
F16, 2012-293, 46461
F16, 2012-293, 46462
F16, 2012-293, 46463
F16, 2012-294, 46464
F16, 2012-294, 46465
F16, 2012-294, 46467
F16, 2012-294, 46468
F16, 2012-294, 46469
F16, 2012-294, 46470
F16, 2012-294, 46472
F16, 2012-294, 46473
F16, 2012-294, 46474
F16, 2012-294, 46475
F16, 2012-294, 46476
F16, 2012-294, 46477
F16, 2012-295, 46478
F16, 2012-295, 46479
F16, 2012-295, 46480
F16, 2012-295, 46484
F16, 2012-295, 46486
F16, 2012-295, 46488
F16, 2012-295, 46491
F16, 2012-296, 46492
F16, 2012-296, 46493
F16, 2012-296, 46494
F16, 2012-296, 46496
F16, 2012-296, 46497
F16, 2012-296, 46498
F16, 2012-296, 46499
F16, 2012-296, 46500
F16, 2012-296, 46504
F16, 2012-296, 46505
F16, 2012-297, 46506
F16, 2012-297, 46507
F16, 2012-297, 46508
F16, 2012-297, 46510
F16, 2012-297, 46512
F16, 2012-297, 46513
F16, 2012-297, 46514
F16, 2012-297, 46515
F16, 2012-297, 46516
F16, 2012-297, 46517
F16, 2012-297, 46518
F16, 2012-297, 46519
F16, 2012-298, 46522
F16, 2012-298, 46524
F16, 2012-298, 46525
F16, 2012-298, 46527
F16, 2012-298, 46528
F16, 2012-298, 46529
F16, 2012-298, 46530
F16, 2012-298, 46531
F16, 2012-298, 46533
F16, 2012-299, 46534
F16, 2012-299, 46535
F16, 2012-299, 46536
F16, 2012-299, 46538
F16, 2012-299, 46539
F16, 2012-299, 46541
F16, 2012-299, 46543
F16, 2012-299, 46544
F16, 2012-299, 46546
F16, 2012-299, 46547
F16, 2012-299, 46548
F16, 2012-300, 46550
F16, 2012-300, 46552
F16, 2012-300, 46553
F16, 2012-300, 46555
F16, 2012-300, 46560
F16, 2012-300, 46561
F16, 2012-300, 46562
F16, 2012-301, 46563
F16, 2012-301, 46564
F16, 2012-301, 46566
F16, 2012-301, 46567
F16, 2012-301, 46569
F16, 2012-301, 46570
F16, 2012-301, 46571
F16, 2012-301, 46572
F16, 2012-301, 46574
F16, 2012-301, 46575
F16, 2012-301, 46576
F16, 2012-302, 46577
F16, 2012-302, 46578
F16, 2012-302, 46580
F16, 2012-302, 46581
F16, 2012-302, 46582
F16, 2012-302, 46583
F16, 2012-302, 46584
F16, 2012-302, 46585
F16, 2012-302, 46587
F16, 2012-302, 46588
F16, 2012-302, 46589
F16, 2012-302, 46590
F16, 2012-303, 46591
F16, 2012-303, 46595
F16, 2012-303, 46596
F16, 2012-303, 46597
F16, 2012-303, 46598
F16, 2012-303, 46599
F16, 2012-303, 46600
F16, 2012-303, 46601
F16, 2012-303, 46602
F16, 2012-303, 46603
F16, 2012-303, 46604
F16, 2012-304, 46605
F16, 2012-304, 46606
F16, 2012-304, 46607
F16, 2012-304, 46609
F16, 2012-304, 46610
F16, 2012-304, 46611
F16, 2012-304, 46612
F16, 2012-304, 46613
F16, 2012-304, 46614
F16, 2012-304, 46615
F16, 2012-304, 46617
F16, 2012-304, 46618
F16, 2012-305, 46619
F16, 2012-305, 46620
F16, 2012-305, 46621
F16, 2012-305, 46623
F16, 2012-305, 46624
F16, 2012-305, 46626
F16, 2012-305, 46627
F16, 2012-305, 46628
F16, 2012-305, 46629
F16, 2012-305, 46630
F16, 2012-305, 46631
F16, 2012-305, 46632
F16, 2012-306, 46635
F16, 2012-306, 46637
F16, 2012-306, 46638
F16, 2012-306, 46639
F16, 2012-306, 46640
F16, 2012-306, 46641
F16, 2012-306, 46642
